Easting,Northing,Severity of casualty,Casualty Class,Sex,Age,Date,Day of week,Hour of day,Local authority,Vehicle type,Pedestrian Locality
530940,185460,Serious,Pedestrian,Female,26,01/11/2012,Thursday,5,Islington,Car (from 2005),Crossing elsewhere within 50m. of ped crossing
538120,175820,Serious,Pedestrian,Female,47,09/10/2012,Tuesday,10,Lewisham,Pedal cycle,Crossing elsewhere within 50m. of ped crossing
524140,185280,Serious,Driver or rider,Male,40,19/10/2012,Friday,18,Brent,Pedal cycle,Not a pedestrian
529070,162940,Serious,Pedestrian,Male,13,22/10/2012,Monday,16,Sutton,Car (from 2005),"In carriageway, crossing elsewhere"
527970,191560,Serious,Pedestrian,Male,5,04/11/2012,Sunday,15,Barnet,Car (from 2005),Unknown or other
530400,178220,Serious,Driver or rider,Male,32,06/11/2012,Tuesday,18,Lambeth,Motorcycle over 500cc (from 2005),Not a pedestrian
530070,182790,Serious,Driver or rider,Female,25,30/10/2012,Tuesday,19,Camden,M/cycle over 50 and up to 125cc (from 1999),Not a pedestrian
510500,180910,Serious,Driver or rider,Male,48,08/11/2012,Thursday,17,Hillingdon,Pedal cycle,Not a pedestrian
535940,171010,Serious,Driver or rider,Male,29,10/11/2012,Saturday,17,Bromley,Car (from 2005),Not a pedestrian
535940,171010,Serious,Passenger,Male,unknown,10/11/2012,Saturday,17,Bromley,Car (from 2005),Not a pedestrian
530390,181760,Serious,Pedestrian,Male,21,13/11/2012,Tuesday,0,Camden,Bus or coach (17 or more pass seats),Crossing elsewhere within 50m. of ped crossing
533180,189560,Serious,Driver or rider,Male,18,11/11/2012,Sunday,5,Haringey,M/cycle over 50 and up to 125cc (from 1999),Not a pedestrian
530820,179820,Serious,Pedestrian,Male,28,10/11/2012,Saturday,9,Lambeth,Car (from 2005),Crossing elsewhere within 50m. of ped crossing
528020,188460,Serious,Driver or rider,Male,28,03/11/2012,Saturday,12,Haringey,M/cycle over 50 and up to 125cc (from 1999),Not a pedestrian
534740,176780,Serious,Driver or rider,Male,34,06/11/2012,Tuesday,7,Southwark,Pedal cycle,Not a pedestrian
545780,164890,Serious,Pedestrian,Male,15,09/11/2012,Friday,14,Bromley,Car (from 2005),Crossing on pedestrian crossing facility
543210,179200,Serious,Pedestrian,Male,41,06/11/2012,Tuesday,8,Greenwich,Car (from 2005),Crossing on pedestrian crossing facility
519190,186150,Serious,Pedestrian,Male,50,08/11/2012,Thursday,19,Brent,Pedal cycle,"In carriageway, crossing elsewhere"
534820,175710,Serious,Driver or rider,Male,33,01/11/2012,Thursday,19,Southwark,Motorcycle over 125cc and up to 500cc (from 2005),Not a pedestrian
529970,171430,Serious,Driver or rider,Male,49,25/10/2012,Thursday,19,Lambeth,Pedal cycle,Not a pedestrian
529150,183460,Serious,Passenger,Male,15,01/11/2012,Thursday,12,Camden,M/cycle over 50 and up to 125cc (from 1999),Not a pedestrian
533370,188680,Serious,Pedestrian,Male,21,01/11/2012,Thursday,12,Haringey,Car (from 2005),"In carriageway, crossing elsewhere"
515150,185740,Serious,Pedestrian,Male,20,07/11/2012,Wednesday,14,Harrow,Car (from 2005),"In carriageway, not crossing"
528830,164230,Serious,Driver or rider,Male,17,12/11/2012,Monday,8,Sutton,Motorcycle 50cc and under,Not a pedestrian
540500,172120,Serious,Pedestrian,Female,11,08/11/2012,Thursday,8,Lewisham,Car (from 2005),"In carriageway, crossing elsewhere"
532550,164630,Serious,Driver or rider,Male,43,16/11/2012,Friday,9,Croydon,Pedal cycle,Not a pedestrian
520500,188500,Serious,Driver or rider,Male,26,16/11/2012,Friday,23,Brent,Car (from 2005),Not a pedestrian
530730,160830,Serious,Pedestrian,Male,15,15/11/2012,Thursday,17,Croydon,Car (from 2005),Crossing on pedestrian crossing facility
528990,184990,Serious,Pedestrian,Male,46,01/11/2012,Thursday,15,Camden,Car (from 2005),"In carriageway, crossing elsewhere"
532700,181920,Serious,Driver or rider,Male,39,07/11/2012,Wednesday,10,Islington,Pedal cycle,Not a pedestrian
545290,168960,Serious,Driver or rider,Male,45,18/11/2012,Sunday,14,Bromley,Pedal cycle,Not a pedestrian
530260,187020,Serious,Pedestrian,Male,38,15/11/2012,Thursday,23,Islington,Car (from 2005),"In carriageway, crossing elsewhere"
530940,182080,Serious,Pedestrian,Male,48,15/11/2012,Thursday,23,Camden,Car (from 2005),Crossing elsewhere within 50m. of ped crossing
517940,183690,Serious,Driver or rider,Male,42,05/11/2012,Monday,7,Brent,Pedal cycle,Not a pedestrian
514920,187760,Serious,Pedestrian,Male,65,09/11/2012,Friday,18,Harrow,Car (from 2005),Crossing elsewhere within 50m. of ped crossing
528480,188400,Serious,Driver or rider,Male,36,16/11/2012,Friday,19,Haringey,Pedal cycle,Not a pedestrian
524360,196440,Serious,Pedestrian,Male,72,21/11/2012,Wednesday,7,Barnet,Car (from 2005),"In carriageway, crossing elsewhere"
506330,176950,Serious,Pedestrian,Male,51,21/11/2012,Wednesday,8,Hillingdon,Car (from 2005),"In carriageway, crossing elsewhere"
531820,182770,Serious,Driver or rider,Male,30,22/11/2012,Thursday,0,Islington,M/cycle over 50 and up to 125cc (from 1999),Not a pedestrian
531230,178830,Serious,Pedestrian,Female,29,15/11/2012,Thursday,9,Lambeth,Motorcycle over 500cc (from 2005),Crossing on pedestrian crossing facility
532360,184310,Serious,Passenger,Male,unknown,23/11/2012,Friday,13,Islington,Car (from 2005),Not a pedestrian
531360,182520,Serious,Pedestrian,Female,30,13/11/2012,Tuesday,10,Islington,Car (from 2005),Crossing on pedestrian crossing facility
530990,186840,Serious,Pedestrian,Male,28,26/11/2012,Monday,22,Islington,M/cycle over 50 and up to 125cc (from 1999),"In carriageway, crossing elsewhere"
531050,175490,Serious,Pedestrian,Male,42,23/11/2012,Friday,18,Lambeth,Motorcycle over 500cc (from 2005),Crossing on pedestrian crossing facility
530400,177170,Serious,Pedestrian,Male,28,23/11/2012,Friday,9,Lambeth,Car (from 2005),"In carriageway, crossing elsewhere"
531420,189730,Serious,Pedestrian,Female,72,26/11/2012,Monday,6,Haringey,Car (from 2005),"In carriageway, crossing elsewhere"
532130,178700,Serious,Driver or rider,Male,31,23/11/2012,Friday,21,Southwark,Pedal cycle,Not a pedestrian
531140,177520,Serious,Driver or rider,Male,28,29/11/2012,Thursday,8,Lambeth,Pedal cycle,Not a pedestrian
534200,189100,Serious,Passenger,Male,21,15/11/2012,Thursday,23,Haringey,Car (from 2005),Not a pedestrian
534200,189100,Serious,Passenger,Male,22,15/11/2012,Thursday,23,Haringey,Car (from 2005),Not a pedestrian
534200,189100,Serious,Passenger,Male,21,15/11/2012,Thursday,23,Haringey,Car (from 2005),Not a pedestrian
544340,170200,Serious,Driver or rider,Male,39,24/11/2012,Saturday,6,Bromley,Motorcycle over 125cc and up to 500cc (from 2005),Not a pedestrian
538030,171650,Serious,Driver or rider,Male,81,03/12/2012,Monday,8,Lewisham,Pedal cycle,Not a pedestrian
531300,177490,Serious,Pedestrian,Male,21,29/11/2012,Thursday,13,Lambeth,Bus or coach (17 or more pass seats),Crossing elsewhere within 50m. of ped crossing
522300,184720,Serious,Driver or rider,Male,unknown,29/10/2012,Monday,16,Brent,Motorcycle over 125cc and up to 500cc (from 2005),Not a pedestrian
532720,184780,Serious,Driver or rider,Male,23,03/12/2012,Monday,16,Islington,Car (from 2005),Not a pedestrian
532720,184780,Serious,Driver or rider,Male,44,03/12/2012,Monday,16,Islington,Motorcycle over 500cc (from 2005),Not a pedestrian
531630,180010,Serious,Driver or rider,Female,37,20/11/2012,Tuesday,7,Southwark,Car (from 2005),Not a pedestrian
532830,183100,Serious,Driver or rider,Male,44,21/11/2012,Wednesday,20,Hackney,Pedal cycle,Not a pedestrian
543270,176580,Serious,Driver or rider,Male,39,03/12/2012,Monday,6,Greenwich,Car (from 2005),Not a pedestrian
525260,187390,Serious,Pedestrian,Female,43,27/11/2012,Tuesday,7,Barnet,Bus or coach (17 or more pass seats),"In carriageway, crossing elsewhere"
528570,190160,Serious,Pedestrian,Female,11,28/11/2012,Wednesday,8,Haringey,Car (from 2005),Crossing on pedestrian crossing facility
531830,188260,Serious,Pedestrian,Male,18,04/12/2012,Tuesday,13,Haringey,Car (from 2005),"In carriageway, crossing elsewhere"
527380,187560,Serious,Pedestrian,Male,47,30/11/2012,Friday,19,Haringey,Motorcycle over 125cc and up to 500cc (from 2005),Crossing on pedestrian crossing facility
531700,183050,Serious,Driver or rider,Male,31,28/11/2012,Wednesday,23,Islington,Pedal cycle,Not a pedestrian
544890,177730,Serious,Pedestrian,Male,34,30/11/2012,Friday,6,Greenwich,Car (from 2005),Crossing elsewhere within 50m. of ped crossing
537760,175900,Serious,Driver or rider,Male,55,06/12/2012,Thursday,8,Lewisham,Pedal cycle,Not a pedestrian
533750,179700,Serious,Driver or rider,Female,28,07/12/2012,Friday,8,Southwark,Pedal cycle,Not a pedestrian
531830,186440,Serious,Driver or rider,Male,55,26/11/2012,Monday,16,Islington,Pedal cycle,Not a pedestrian
540340,177300,Serious,Pedestrian,Female,76,28/11/2012,Wednesday,10,Greenwich,M/cycle over 50 and up to 125cc (from 1999),Unknown or other
540340,177300,Serious,Driver or rider,Male,32,28/11/2012,Wednesday,10,Greenwich,M/cycle over 50 and up to 125cc (from 1999),Not a pedestrian
534390,179090,Serious,Pedestrian,Male,59,07/12/2012,Friday,10,Southwark,Van / Goods 3.5 tonnes mgw or under,"In carriageway, crossing elsewhere"
546590,180640,Serious,Pedestrian,Male,11,10/12/2012,Monday,16,Greenwich,Bus or coach (17 or more pass seats),Unknown or other
534130,178020,Serious,Pedestrian,Male,52,10/12/2012,Monday,16,Southwark,Car (from 2005),"In carriageway, crossing elsewhere"
535230,177760,Serious,Driver or rider,Male,18,07/12/2012,Friday,22,Southwark,M/cycle over 50 and up to 125cc (from 1999),Not a pedestrian
532560,176730,Serious,Pedestrian,Male,36,08/12/2012,Saturday,18,Southwark,Car (from 2005),Crossing elsewhere within 50m. of ped crossing
518480,186190,Serious,Driver or rider,Female,35,09/12/2012,Sunday,7,Brent,Car (from 2005),Not a pedestrian
531480,183010,Serious,Driver or rider,Male,36,27/09/2012,Thursday,8,Islington,Pedal cycle,Not a pedestrian
527980,190700,Serious,Driver or rider,Male,52,09/12/2012,Sunday,7,Haringey,Pedal cycle,Not a pedestrian
519550,183900,Serious,Pedestrian,Male,58,08/09/2012,Saturday,18,Brent,Car (from 2005),Crossing elsewhere within 50m. of ped crossing
530020,175690,Serious,Pedestrian,Male,56,06/12/2012,Thursday,21,Lambeth,Car (from 2005),"In carriageway, crossing elsewhere"
531210,187430,Serious,Pedestrian,Female,25,06/12/2012,Thursday,22,Haringey,Car (from 2005),Crossing on pedestrian crossing facility
523810,185700,Serious,Pedestrian,Male,42,06/12/2012,Thursday,4,Brent,Car (from 2005),"In carriageway, crossing elsewhere"
526280,186440,Serious,Pedestrian,Female,33,14/11/2012,Wednesday,8,Camden,Car (from 2005),Crossing elsewhere within 50m. of ped crossing
530770,187390,Serious,Pedestrian,Male,35,13/12/2012,Thursday,12,Haringey,Van / Goods 3.5 tonnes mgw or under,"In carriageway, crossing elsewhere"
537620,166120,Serious,Pedestrian,Male,87,17/12/2012,Monday,12,Bromley,Car (from 2005),"In carriageway, crossing elsewhere"
520560,186470,Serious,Pedestrian,Female,16,17/12/2012,Monday,17,Brent,Car (from 2005),"In carriageway, crossing elsewhere"
531460,189640,Serious,Pedestrian,Female,45,10/12/2012,Monday,7,Haringey,Van / Goods 3.5 tonnes mgw or under,Crossing elsewhere within 50m. of ped crossing
530970,185430,Serious,Driver or rider,Male,49,13/12/2012,Thursday,17,Islington,Pedal cycle,Not a pedestrian
520240,186620,Serious,Pedestrian,Female,23,17/12/2012,Monday,19,Brent,Car (from 2005),Crossing elsewhere within 50m. of ped crossing
511370,180780,Serious,Pedestrian,Male,16,18/12/2012,Tuesday,19,Hillingdon,Car (from 2005),Crossing on pedestrian crossing facility
530910,177700,Serious,Driver or rider,Male,34,06/12/2012,Thursday,15,Lambeth,Pedal cycle,Not a pedestrian
547220,170380,Serious,Pedestrian,Male,17,19/12/2012,Wednesday,7,Bexley,Goods over 3.5t. and under 7.5t. (from 1999),Unknown or other
545580,170830,Serious,Pedestrian,Male,74,17/12/2012,Monday,13,Bromley,Goods 7.5 tonnes mgw and over (from 1999),"In carriageway, crossing elsewhere"
533970,171420,Serious,Pedestrian,Male,21,23/12/2012,Sunday,18,Southwark,Car (from 2005),"In carriageway, crossing elsewhere"
532500,171030,Serious,Driver or rider,Male,37,13/12/2012,Thursday,6,Croydon,Pedal cycle,Not a pedestrian
531800,181850,Serious,Pedestrian,Male,76,15/12/2012,Saturday,18,Islington,Taxi / Private hire car (from 2005),"In carriageway, crossing elsewhere"
531590,178290,Serious,Driver or rider,Male,unknown,21/12/2012,Friday,18,Lambeth,Motorcycle over 125cc and up to 500cc (from 2005),Not a pedestrian
532810,182040,Serious,Pedestrian,Male,38,22/11/2012,Thursday,0,Islington,Taxi / Private hire car (from 2005),Crossing on pedestrian crossing facility
531320,186670,Serious,Pedestrian,Female,46,16/12/2012,Sunday,0,Islington,Car (from 2005),"In carriageway, crossing elsewhere"
532140,184130,Serious,Driver or rider,Male,47,22/12/2012,Saturday,18,Islington,Pedal cycle,Not a pedestrian
531150,164090,Serious,Driver or rider,Male,24,22/12/2012,Saturday,13,Croydon,Pedal cycle,Not a pedestrian
540290,168980,Serious,Pedestrian,Male,42,24/12/2012,Monday,14,Bromley,Bus or coach (17 or more pass seats),"In carriageway, crossing elsewhere"
538050,166000,Serious,Driver or rider,Male,26,24/12/2012,Monday,18,Bromley,Motorcycle over 500cc (from 2005),Not a pedestrian
531820,188280,Serious,Pedestrian,Male,24,31/12/2012,Monday,23,Haringey,Car (from 2005),"In carriageway, crossing elsewhere"
546910,165850,Serious,Driver or rider,Male,unknown,30/12/2012,Sunday,13,Bromley,Car (from 2005),Not a pedestrian
509750,181990,Serious,Driver or rider,Male,19,05/12/2012,Wednesday,18,Hillingdon,Motorcycle 50cc and under,Not a pedestrian
526260,190190,Serious,Driver or rider,Male,29,26/12/2012,Wednesday,18,Barnet,Motorcycle over 125cc and up to 500cc (from 2005),Not a pedestrian
526080,194850,Serious,Driver or rider,Male,26,18/12/2012,Tuesday,19,Barnet,Motorcycle over 500cc (from 2005),Not a pedestrian
531050,175490,Serious,Pedestrian,Female,10,29/12/2012,Saturday,22,Lambeth,Car (from 2005),Crossing on pedestrian crossing facility
529150,183260,Serious,Driver or rider,Male,51,17/12/2012,Monday,13,Camden,Pedal cycle,Not a pedestrian
540470,170910,Serious,Driver or rider,Male,18,31/12/2012,Monday,18,Bromley,Pedal cycle,Not a pedestrian
528260,192680,Serious,Driver or rider,Male,52,12/11/2012,Monday,17,Barnet,Pedal cycle,Not a pedestrian
529600,181740,Serious,Pedestrian,Male,42,12/12/2012,Wednesday,16,Camden,M/cycle over 50 and up to 125cc (from 1999),"In carriageway, crossing elsewhere"
529090,184030,Serious,Pedestrian,Male,16,11/12/2012,Tuesday,1,Camden,Bus or coach (17 or more pass seats),Crossing on pedestrian crossing facility
527520,192010,Serious,Pedestrian,Male,59,12/12/2012,Wednesday,16,Barnet,Car (from 2005),"In carriageway, crossing elsewhere"
528950,184280,Serious,Driver or rider,Female,28,12/12/2012,Wednesday,8,Camden,Pedal cycle,Not a pedestrian
531620,169100,Serious,Driver or rider,Male,unknown,24/12/2012,Monday,17,Croydon,M/cycle over 50 and up to 125cc (from 1999),Not a pedestrian
531620,169100,Serious,Passenger,Female,16,24/12/2012,Monday,17,Croydon,M/cycle over 50 and up to 125cc (from 1999),Not a pedestrian
527810,171050,Fatal,Passenger,Male,69,10/01/2012,Tuesday,12,Wandsworth,Bus or coach (17 or more pass seats),Not a pedestrian
512150,172680,Fatal,Pedestrian,Female,73,16/01/2012,Monday,12,Hounslow,Bus or coach (17 or more pass seats),"In carriageway, crossing elsewhere"
539740,170150,Fatal,Pedestrian,Male,49,18/01/2012,Wednesday,7,Bromley,Van / Goods 3.5 tonnes mgw or under,"In carriageway, not crossing"
529070,175210,Fatal,Driver or rider,Male,32,20/01/2012,Friday,6,Lambeth,M/cycle over 50 and up to 125cc (from 1999),Not a pedestrian
523340,180420,Fatal,Pedestrian,Male,56,20/01/2012,Friday,18,Hammersmith and Fulham,Bus or coach (17 or more pass seats),Crossing elsewhere within 50m. of ped crossing
550150,191550,Fatal,Driver or rider,Male,19,22/01/2012,Sunday,18,Havering,M/cycle over 50 and up to 125cc (from 1999),Not a pedestrian
536090,170520,Fatal,Driver or rider,Male,20,13/01/2012,Friday,23,Bromley,Car (from 2005),Not a pedestrian
539670,183670,Fatal,Driver or rider,Male,31,27/01/2012,Friday,14,Newham,Motorcycle over 500cc (from 2005),Not a pedestrian
529250,182300,Fatal,Pedestrian,Female,61,14/01/2012,Saturday,17,Camden,Bus or coach (17 or more pass seats),Crossing on pedestrian crossing facility
530360,172880,Fatal,Pedestrian,Female,59,07/02/2012,Tuesday,11,Lambeth,Motorcycle over 125cc and up to 500cc (from 2005),Crossing on pedestrian crossing facility
509630,180510,Fatal,Pedestrian,Male,70,07/02/2012,Tuesday,19,Hillingdon,Car (from 2005),Unknown or other
532980,176120,Fatal,Pedestrian,Male,93,15/02/2012,Wednesday,9,Southwark,Car (from 2005),"In carriageway, crossing elsewhere"
528010,172340,Fatal,Pedestrian,Male,91,17/02/2012,Friday,10,Wandsworth,Goods 7.5 tonnes mgw and over (from 1999),Crossing on pedestrian crossing facility
536470,182290,Fatal,Pedestrian,Male,80,18/02/2012,Saturday,19,Tower Hamlets,Bus or coach (17 or more pass seats),Crossing on pedestrian crossing facility
534120,177110,Fatal,Driver or rider,Male,37,21/02/2012,Tuesday,20,Southwark,Motorcycle over 500cc (from 2005),Not a pedestrian
551220,175090,Fatal,Driver or rider,Male,24,24/02/2012,Friday,1,Bexley,Car (from 2005),Not a pedestrian
537320,187770,Fatal,Pedestrian,Female,91,21/02/2012,Tuesday,12,Waltham Forest,Goods 7.5 tonnes mgw and over (from 1999),"In carriageway, crossing elsewhere"
535970,195130,Fatal,Driver or rider,Male,45,20/02/2012,Monday,6,Enfield,Motorcycle over 125cc and up to 500cc (from 2005),Not a pedestrian
533470,183670,Fatal,Pedestrian,Male,26,25/02/2012,Saturday,1,Hackney,Car (from 2005),Crossing elsewhere within 50m. of ped crossing
527170,168010,Fatal,Driver or rider,Male,35,28/02/2012,Tuesday,8,Merton,Car (from 2005),Not a pedestrian
521260,171710,Fatal,Driver or rider,Male,8,05/03/2012,Monday,15,Kingston-upon-Thames,Pedal cycle,Not a pedestrian
531610,168920,Fatal,Passenger,Female,79,08/03/2012,Thursday,9,Croydon,Car (from 2005),Not a pedestrian
527100,185880,Fatal,Pedestrian,Male,32,03/03/2012,Saturday,18,Camden,Car (from 2005),Crossing on pedestrian crossing facility
554670,180600,Fatal,Passenger,Female,66,12/03/2012,Monday,13,Havering,Car (from 2005),Not a pedestrian
531690,184000,Fatal,Pedestrian,Female,79,13/03/2012,Tuesday,13,Islington,Taxi / Private hire car (from 2005),Crossing on pedestrian crossing facility
520070,182120,Fatal,Driver or rider,Male,34,15/03/2012,Thursday,6,Ealing,Motorcycle over 500cc (from 2005),Not a pedestrian
532400,189210,Fatal,Pedestrian,Male,70,19/03/2012,Monday,20,Haringey,Van / Goods 3.5 tonnes mgw or under,Crossing on pedestrian crossing facility
512300,179070,Fatal,Pedestrian,Male,75,19/03/2012,Monday,14,Ealing,Goods over 3.5t. and under 7.5t. (from 1999),"In carriageway, crossing elsewhere"
